Author_Name,review_text,commentTimestamp,postCommentsCount,postLikesCount,user_id,product_id,review_text_cleaned,Sentiment_Score,Sentiment
Seema Singh,Your recipes have been a staple in my kitchen. Thanks for coming back and sharing your passion with us again! ð,2025-04-21T14:34:51.000Z,41.0,200,Seema Singh - Your recipes have be,ARCHANAS-FOOD,Your recipes have been a staple in my kitchen. Thanks for coming back and sharing your passion with us again! ,0.8398,Positive
Kalpana Chandrasekaran,Welcome back.... Have used many of your recipes... Love the way u speak in your videos...,2025-04-21T14:32:18.000Z,41.0,200,Kalpana Chandrasekaran - Welcome back.... Hav,ARCHANAS-FOOD,Welcome back.... Have used many of your recipes... Love the way u speak in your videos...,0.802,Positive
Fusion Foodology,Can this be air fried?,2024-03-20T17:41:07.000Z,2.0,33,Fusion Foodology - Can this be air frie,ARCHANAS-FOOD,Can this be air fried?,0.0,Neutral
Archana Doshi,Vatsal Doshi thank you,2024-05-09T01:28:48.000Z,61.0,212,Archana Doshi - Vatsal Doshi thank y,ARCHANAS-FOOD,Vatsal Doshi thank you,0.3612,Positive
Archana's Kitchen,Uma Shankar you can if you like. I prefer not to:),2024-09-13T05:58:40.000Z,7.0,40,Archana's Kitchen - Uma Shankar you can ,ARCHANAS-FOOD,Uma Shankar you can if you like. I prefer not to:),0.3612,Positive
Archana Doshi,Rupal Avalani thank you,2024-05-09T01:28:53.000Z,61.0,212,Archana Doshi - Rupal Avalani thank ,ARCHANAS-FOOD,Rupal Avalani thank you,0.3612,Positive
Archana Doshi,Karthika Gopalakrishnan thank you,2024-05-09T01:28:58.000Z,61.0,212,Archana Doshi - Karthika Gopalakrish,ARCHANAS-FOOD,Karthika Gopalakrishnan thank you,0.3612,Positive
Md Firoz,Lovely recipe,2025-04-22T08:10:23.000Z,6.0,29,Md Firoz - Lovely recipe,ARCHANAS-FOOD,Lovely recipe,0.5859,Positive
Mary Kunji,Happy to hv u bk. Missed ur recipe,2025-04-23T05:24:18.000Z,6.0,29,Mary Kunji - Happy to hv u bk. Mi,ARCHANAS-FOOD,Happy to hv u bk. Missed ur recipe,0.3612,Positive
Kumkum Doshi,Everyone excite your recipes,2025-04-23T07:18:54.000Z,6.0,29,Kumkum Doshi - Everyone excite your,ARCHANAS-FOOD,Everyone excite your recipes,0.4767,Positive
Md Firoz,"After long time, watch",2025-04-22T08:12:30.000Z,6.0,29,"Md Firoz - After long time, wat",ARCHANAS-FOOD,"After long time, watch",0.0,Neutral
Archana's Kitchen,Aswathi M S thank you ð,2024-09-13T05:58:56.000Z,7.0,40,Archana's Kitchen - Aswathi M S thank yo,ARCHANAS-FOOD,Aswathi M S thank you ,0.3612,Positive
Jasbir Singh Waraich,Very nice ð â,2024-10-29T17:01:06.000Z,11.0,64,Jasbir Singh Waraich - Very nice ð â,ARCHANAS-FOOD,Very nice 👌 ,0.4754,Positive
Lynda Injety,Archana's Kitchen. Recipe please,2024-10-28T16:35:57.000Z,11.0,64,Lynda Injety - Archana's Kitchen. R,ARCHANAS-FOOD,Archana's Kitchen. Recipe please,0.3182,Positive
Wareesha k daily vlog ,Yummy ððð¤¤ð¤¤ from Pakistan ðµð°ðµð° follow ,2024-10-25T16:56:00.000Z,11.0,64,Wareesha k daily vlog  - Yummy ððð¤¤ð¤¤ f,ARCHANAS-FOOD,Yummy 😋😋🤤🤤 from Pakistan 🇵🇰🇵🇰 follow ,0.5267,Positive
Dale Pereira,Archana no more cookies mixes ??,2024-12-01T09:08:30.000Z,11.0,64,Dale Pereira - Archana no more cook,ARCHANAS-FOOD,Archana no more cookies mixes ??,-0.3736,Negative
Ratan Kumar Gurnani,Hallo Archana ji nice to see you back nowâ¦. We were simply missing your magical smile and ever loving face.. God Bless you Alwa,2025-04-21T11:57:12.000Z,11.0,64,Ratan Kumar Gurnani - Hallo Archana ji nic,ARCHANAS-FOOD,Hallo Archana ji nice to see you back now…. We were simply missing your magical smile and ever loving face.. God Bless you Alwa,0.8979,Positive
Archana's Kitchen,Asha Kundra https://www.archanaskitchen.com/how-to-make-homemade-pita-bread,2024-06-03T06:40:51.000Z,8.0,63,Archana's Kitchen - Asha Kundra https://,ARCHANAS-FOOD,Asha Kundra https://www.archanaskitchen.com/how-to-make-homemade-pita-bread,0.0,Neutral
Khorshed Bhote,"You look great! And love the jackfruit, brings back dear memories of the two big trees we had in our back garden, growing up. Lovingly nurtured by our Mother.",2025-04-21T16:37:21.000Z,41.0,200,Khorshed Bhote - You look great! And ,ARCHANAS-FOOD,"You look great! And love the jackfruit, brings back dear memories of the two big trees we had in our back garden, growing up. Lovingly nurtured by our Mother.",0.9638,Positive
Barsha Shrestha Pradhan,I also made chicken biryani in a pressure cooker few days bk like a way u cooked and it was simple and tasty,2024-04-21T12:24:38.000Z,4.0,168,Barsha Shrestha Pradhan - I also made chicken ,ARCHANAS-FOOD,I also made chicken biryani in a pressure cooker few days bk like a way u cooked and it was simple and tasty,0.0772,Positive
Archana Doshi,Asma Fakhri https://whatsapp.com/channel/0029VaPofadAe5VllysZ2T1O,2024-06-11T16:33:43.000Z,12.0,106,Archana Doshi - Asma Fakhri https://,ARCHANAS-FOOD,Asma Fakhri https://whatsapp.com/channel/0029VaPofadAe5VllysZ2T1O,0.0,Neutral
Archana Doshi,"Brindha Vijayakumar try this link 

https://whatsapp.com/channel/0029VaPofadAe5VllysZ2T1O",2024-06-11T16:33:37.000Z,12.0,106,Archana Doshi - Brindha Vijayakumar ,ARCHANAS-FOOD,"Brindha Vijayakumar try this link 

https://whatsapp.com/channel/0029VaPofadAe5VllysZ2T1O",0.0,Neutral
Archana's Kitchen,Pervin Bhasin thank you,2025-04-22T07:23:49.000Z,41.0,200,Archana's Kitchen - Pervin Bhasin thank ,ARCHANAS-FOOD,Pervin Bhasin thank you,0.3612,Positive
Kumkum Doshi,Good idea,2024-04-18T10:21:29.000Z,3.0,202,Kumkum Doshi - Good idea,ARCHANAS-FOOD,Good idea,0.4404,Positive
Bernardine Sequeira Ali,Brilliant â,2024-04-18T01:30:47.000Z,3.0,202,Bernardine Sequeira Ali - Brilliant â,ARCHANAS-FOOD,Brilliant ❗,0.5859,Positive
Rajalakshmi Sugumar,I need that.. can you share the link,2024-05-08T15:07:04.000Z,61.0,212,Rajalakshmi Sugumar - I need that.. can yo,ARCHANAS-FOOD,I need that.. can you share the link,0.296,Positive
Nidhi Jacob,superb Archana. getting one copy,2024-05-08T14:58:30.000Z,61.0,212,Nidhi Jacob - superb Archana. gett,ARCHANAS-FOOD,superb Archana. getting one copy,0.6249,Positive
Alka Buttan,Congratulations on ð,2024-05-08T14:53:03.000Z,61.0,212,Alka Buttan - Congratulations on ð,ARCHANAS-FOOD,Congratulations on 🎉,0.5994,Positive
Jalpa Hemani,Wow... congratulations,2024-05-08T14:28:12.000Z,61.0,212,Jalpa Hemani - Wow... congratulatio,ARCHANAS-FOOD,Wow... congratulations,0.5994,Positive
Narayan Chakraborty,Congratulations and best wishes! You are excellent as always. I appreciate your recipes. Keep it up.,2024-05-08T14:11:52.000Z,61.0,212,Narayan Chakraborty - Congratulations and ,ARCHANAS-FOOD,Congratulations and best wishes! You are excellent as always. I appreciate your recipes. Keep it up.,0.9468,Positive
Saishree Ray,Love your house decor Mam . You should share a tour of your house soon .,2024-05-08T13:52:30.000Z,61.0,212,Saishree Ray - Love your house deco,ARCHANAS-FOOD,Love your house decor Mam . You should share a tour of your house soon .,0.7506,Positive
Sahana Roy,Congratulations!,2024-05-08T13:41:21.000Z,61.0,212,Sahana Roy - Congratulations!,ARCHANAS-FOOD,Congratulations!,0.636,Positive
Padma Uday Kumar,Congratulations Archana ðð,2024-05-08T13:36:14.000Z,61.0,212,Padma Uday Kumar - Congratulations Arch,ARCHANAS-FOOD,Congratulations Archana 🎊🎊,0.5994,Positive
Sahana creation,Anek valo vasa rohilo,2025-04-22T15:52:30.000Z,41.0,200,Sahana creation - Anek valo vasa rohil,ARCHANAS-FOOD,Anek valo vasa rohilo,0.0,Neutral
Girija Prabhakar,"Welcome back Ms Archana! Your festival specials , 30 minutes meal recipes are my favourite â",2025-04-21T11:01:25.000Z,41.0,200,Girija Prabhakar - Welcome back Ms Arch,ARCHANAS-FOOD,"Welcome back Ms Archana! Your festival specials , 30 minutes meal recipes are my favourite ",0.7574,Positive
Swati Jog,"Happy to see you back. I have used your cookies, cakes mixes. They are a tad expensive but  wonderful. I suppose good things cost money.ð. Welcome bac",2025-04-21T10:54:25.000Z,41.0,200,Swati Jog - Happy to see you bac,ARCHANAS-FOOD,"Happy to see you back. I have used your cookies, cakes mixes. They are a tad expensive but  wonderful. I suppose good things cost money.😊. Welcome bac",0.9455,Positive
Sahana creation,Khub sundor,2025-04-22T15:52:12.000Z,41.0,200,Sahana creation - Khub sundor,ARCHANAS-FOOD,Khub sundor,0.0,Neutral
Kalpesh Gohil,Welcome back. Please bring back the archana's kitchen recipes app on Android. They are really helpful,2025-04-21T11:05:34.000Z,41.0,200,Kalpesh Gohil - Welcome back. Please,ARCHANAS-FOOD,Welcome back. Please bring back the archana's kitchen recipes app on Android. They are really helpful,0.8122,Positive
Deepa Gupta,Welcome back dear . I really missed your videos. I always used to watch all your recipes.,2025-04-22T15:28:36.000Z,41.0,200,Deepa Gupta - Welcome back dear . ,ARCHANAS-FOOD,Welcome back dear . I really missed your videos. I always used to watch all your recipes.,0.4779,Positive
Priya Sethu Poduval,Welcome back and thank you for sooooo much you have already shared Archana ð,2025-04-21T15:02:05.000Z,41.0,200,Priya Sethu Poduval - Welcome back and tha,ARCHANAS-FOOD,Welcome back and thank you for sooooo much you have already shared Archana ,0.7845,Positive
Dale Pereira,Welcome back archana all your stuff was great including the premises hope all well with you ont he health front stay blessed,2025-04-22T01:23:27.000Z,41.0,200,Dale Pereira - Welcome back archana,ARCHANAS-FOOD,Welcome back archana all your stuff was great including the premises hope all well with you ont he health front stay blessed,0.9432,Positive
Willy Michael,"Hi,Archana. 
Missed your  amazing  videos.",2025-04-21T13:30:52.000Z,41.0,200,"Willy Michael - Hi,Archana. 
Missed ",ARCHANAS-FOOD,"Hi,Archana. 
Missed your  amazing  videos.",0.3818,Positive
Preetha Menon,Have used lots of your recipes! Welcome back!!,2025-04-21T13:44:59.000Z,41.0,200,Preetha Menon - Have used lots of yo,ARCHANAS-FOOD,Have used lots of your recipes! Welcome back!!,0.5962,Positive
Poonam Thacker,Yes ... looking forward to ..asap,2024-09-05T08:21:35.000Z,82.0,312,Poonam Thacker - Yes ... looking forw,ARCHANAS-FOOD,Yes ... looking forward to ..asap,0.4019,Positive
Pavai Parameswaran,Best wishes to your son. Yes would love to join . Hopefully the Timâs should work out for ,2024-09-05T05:34:37.000Z,82.0,312,Pavai Parameswaran - Best wishes to your ,ARCHANAS-FOOD,Best wishes to your son. Yes would love to join . Hopefully the Tim’s should work out for ,0.9485,Positive
Mary Kunji,Happy to have u back. I missed ur recipe,2024-09-05T04:19:29.000Z,82.0,312,Mary Kunji - Happy to have u back,ARCHANAS-FOOD,Happy to have u back. I missed ur recipe,0.3612,Positive
Reena Khurana,=i,,,,,,=i,0.0,Neutral
<s,2024-09-05T03:54:12.000Z,82,312.0,Reena Khurana - ð©â,ARCHANAS-FOOD,,2024-09-05T03:54:12.000Z,0.0,Neutral
Lekha Shankar,I was wondering!!! What happened to Archana's post... Now understoodð.. All the best to your son... Waiting fir your recipi,2024-09-05T02:26:49.000Z,82.0,312,Lekha Shankar - I was wondering!!! W,ARCHANAS-FOOD,I was wondering!!! What happened to Archana's post... Now understood😊.. All the best to your son... Waiting fir your recipi,0.7249,Positive
Pramod Kumar Sharma,we really missed you. wish your son a bright future.Looking forward for live cooking.,2024-09-05T02:00:07.000Z,82.0,312,Pramod Kumar Sharma - we really missed you,ARCHANAS-FOOD,we really missed you. wish your son a bright future.Looking forward for live cooking.,0.5221,Positive
Tejal Mehta Daroowalla,"Welcome back Archana. Missed your delicious recipes 
ð",2024-09-04T20:42:38.000Z,82.0,312,Tejal Mehta Daroowalla - Welcome back Archana,ARCHANAS-FOOD,"Welcome back Archana. Missed your delicious recipes 
",0.6705,Positive
Jayanthi Bhaskaran,So glad to hear you are getting a well deserved break after so many years! You look amazing with your new haircut!! Am sorry to have missed you when you were in the Bay Area! Hope to see you next timeð,2024-09-04T20:13:35.000Z,82.0,312,Jayanthi Bhaskaran - So glad to hear you ,ARCHANAS-FOOD,So glad to hear you are getting a well deserved break after so many years! You look amazing with your new haircut!! Am sorry to have missed you when you were in the Bay Area! Hope to see you next time,0.8948,Positive
Archana's Kitchen,Bharti Gupta thank you,2024-09-05T19:38:04.000Z,82.0,312,Archana's Kitchen - Bharti Gupta thank y,ARCHANAS-FOOD,Bharti Gupta thank you,0.3612,Positive
Archana Doshi,Narayan Chakraborty thank you ð,2024-05-08T14:35:22.000Z,61.0,212,Archana Doshi - Narayan Chakraborty ,ARCHANAS-FOOD,Narayan Chakraborty thank you ,0.3612,Positive
Aneena V. Chacko,"Looks delicious ð I'd like the recipe, plea",2024-05-16T11:04:37.000Z,2.0,73,Aneena V. Chacko - Looks delicious ð ,ARCHANAS-FOOD,"Looks delicious 😋 I'd like the recipe, plea",0.7351,Positive
Aneeta Kariappa,You donât have to pressure cook i,2024-05-16T10:03:27.000Z,2.0,73,Aneeta Kariappa - You donât have to ,ARCHANAS-FOOD,You don’t have to pressure cook i,-0.296,Negative
Archana Doshi,Saishree Ray thank you â,2024-05-08T14:35:32.000Z,61.0,212,Archana Doshi - Saishree Ray thank y,ARCHANAS-FOOD,Saishree Ray thank you ,0.3612,Positive
Archana's Kitchen,Pavai Parameswaran which times are you looking at,2024-09-05T19:38:00.000Z,82.0,312,Archana's Kitchen - Pavai Parameswaran w,ARCHANAS-FOOD,Pavai Parameswaran which times are you looking at,0.0,Neutral
Archana Doshi,Jalpa Hemani thank you ð,2024-05-08T14:34:39.000Z,61.0,212,Archana Doshi - Jalpa Hemani thank y,ARCHANAS-FOOD,Jalpa Hemani thank you ,0.3612,Positive
Archana's Kitchen,Kavitha Mohanlal â,2024-09-05T08:00:12.000Z,82.0,312,Archana's Kitchen - Kavitha Mohanlal â,ARCHANAS-FOOD,Kavitha Mohanlal ,0.0,Neutral
Archana's Kitchen,Kavitha Mohanlal good to hear from you,2024-09-05T08:00:31.000Z,82.0,312,Archana's Kitchen - Kavitha Mohanlal goo,ARCHANAS-FOOD,Kavitha Mohanlal good to hear from you,0.4404,Positive
Divya Gupta,Link plz,2024-05-08T13:25:43.000Z,61.0,212,Divya Gupta - Link plz,ARCHANAS-FOOD,Link plz,0.0772,Positive
Arathi Kundu,Congratulations!!!,2024-05-08T12:30:56.000Z,61.0,212,Arathi Kundu - Congratulations!!!,ARCHANAS-FOOD,Congratulations!!!,0.6981,Positive
Soumya Shankar,Congratulations Archana...arriving at what to put in the kids lunch/tiffin boxes is one of the most daunting exercises of motherhood,2024-05-08T12:11:20.000Z,61.0,212,Soumya Shankar - Congratulations Arch,ARCHANAS-FOOD,Congratulations Archana...arriving at what to put in the kids lunch/tiffin boxes is one of the most daunting exercises of motherhood,0.5994,Positive
Monica Minhas,Congratulations Archana! Please share the link with me .,2024-05-08T12:07:38.000Z,61.0,212,Monica Minhas - Congratulations Arch,ARCHANAS-FOOD,Congratulations Archana! Please share the link with me .,0.8268,Positive
Garima Sharma,Congratulations!ð,2024-05-08T12:03:26.000Z,61.0,212,Garima Sharma - Congratulations!ð,ARCHANAS-FOOD,Congratulations!💐,0.0,Neutral
Srividya Murali,Hearty Congratulationsð,2024-05-08T12:03:05.000Z,61.0,212,Srividya Murali - Hearty Congratulatio,ARCHANAS-FOOD,Hearty Congratulations💐,0.0,Neutral
Archana Doshi,Here is the link - https://amzn.to/4bmbTIL,2024-05-08T14:24:30.000Z,61.0,212,Archana Doshi - Here is the link - h,ARCHANAS-FOOD,Here is the link - https://amzn.to/4bmbTIL,0.0,Neutral
Archana Doshi,Nidhi Jacob â,2024-05-09T01:28:42.000Z,61.0,212,Archana Doshi - Nidhi Jacob â,ARCHANAS-FOOD,Nidhi Jacob ,0.0,Neutral
Archana Doshi,Sahana Roy thank you ð,2024-05-08T14:35:55.000Z,61.0,212,Archana Doshi - Sahana Roy thank you,ARCHANAS-FOOD,Sahana Roy thank you ,0.3612,Positive
Archana's Kitchen,Pramod Kumar Sharma thank you ð,2024-09-05T07:59:21.000Z,82.0,312,Archana's Kitchen - Pramod Kumar Sharma ,ARCHANAS-FOOD,Pramod Kumar Sharma thank you ,0.3612,Positive
Archana's Kitchen,Sarita Bhasin ð,2024-09-05T08:00:19.000Z,82.0,312,Archana's Kitchen - Sarita Bhasin ð,ARCHANAS-FOOD,Sarita Bhasin ,0.0,Neutral
Archana's Kitchen,Lekha Shankar thank you . The past two years have been very busy too ð,2024-09-05T08:00:02.000Z,82.0,312,Archana's Kitchen - Lekha Shankar thank ,ARCHANAS-FOOD,Lekha Shankar thank you . The past two years have been very busy too ,0.3612,Positive
Archana Doshi,Jayanthi Bhaskaran  thank you so much ð¥° yes missed meeting you this time. Next time will make it up aga,2024-09-05T00:57:26.000Z,82.0,312,Archana Doshi - Jayanthi Bhaskaran  ,ARCHANAS-FOOD,Jayanthi Bhaskaran  thank you so much 🥰 yes missed meeting you this time. Next time will make it up aga,0.4615,Positive
Archana's Kitchen,Mary Kunji thank you ð,2024-09-05T07:59:27.000Z,82.0,312,Archana's Kitchen - Mary Kunji thank you,ARCHANAS-FOOD,Mary Kunji thank you ,0.3612,Positive
Niraj Kataria,Did you go to the US Open?,2024-09-04T17:44:25.000Z,82.0,312,Niraj Kataria - Did you go to the US,ARCHANAS-FOOD,Did you go to the US Open?,0.0,Neutral
Gordhan Koshiya,Very good and best wishes for your child . In wich city he is ?,2024-09-04T17:42:56.000Z,82.0,312,Gordhan Koshiya - Very good and best w,ARCHANAS-FOOD,Very good and best wishes for your child . In wich city he is ?,0.8503,Positive
Georgina Garrett E Fernandes,You look lovely with your new haircut,2024-09-04T17:35:06.000Z,82.0,312,Georgina Garrett E Fernandes - You look lovely with,ARCHANAS-FOOD,You look lovely with your new haircut,0.5859,Positive
Tanuja Basavaraj,Best wishes to your son. Dropped off my oldest to college this fall as well,2024-09-04T17:32:13.000Z,82.0,312,Tanuja Basavaraj - Best wishes to your ,ARCHANAS-FOOD,Best wishes to your son. Dropped off my oldest to college this fall as well,0.7845,Positive
Charu Jain,"Welcome back, I was wondering where have your been for so long....",2024-09-04T17:03:06.000Z,82.0,312,"Charu Jain - Welcome back, I was ",ARCHANAS-FOOD,"Welcome back, I was wondering where have your been for so long....",0.4588,Positive
Ruchi Srivastava,"Where is he going to college and whatâs he studying?
Yes would love love cook along classes if onli",2024-09-04T16:57:11.000Z,82.0,312,Ruchi Srivastava - Where is he going to,ARCHANAS-FOOD,"Where is he going to college and what’s he studying?
Yes would love love cook along classes if onli",0.9022,Positive
Suguna Muthuswamy,Waiting for your recipes mam.,2024-09-04T16:47:10.000Z,82.0,312,Suguna Muthuswamy - Waiting for your rec,ARCHANAS-FOOD,Waiting for your recipes mam.,0.0,Neutral
Suguna Muthuswamy,Best wishes mam.,2024-09-04T16:46:48.000Z,82.0,312,Suguna Muthuswamy - Best wishes mam.,ARCHANAS-FOOD,Best wishes mam.,0.7003,Positive
Renuka Ernst,"Absolutely love this post ð¥ what a wonderful idea and hope your son has an amazing time at College ð¥
Answer: I would love to learn from you the basics of Indian cooking-itâs so important we remember how Indian cooking has developed and changed our",2024-09-04T16:44:02.000Z,82.0,312,Renuka Ernst - Absolutely love this,ARCHANAS-FOOD,"Absolutely love this post 🥂 what a wonderful idea and hope your son has an amazing time at College 🥂
Answer: I would love to learn from you the basics of Indian cooking-it’s so important we remember how Indian cooking has developed and changed our",0.9711,Positive
Jasmine Shah,Missed you since long,2024-09-04T16:19:27.000Z,82.0,312,Jasmine Shah - Missed you since lon,ARCHANAS-FOOD,Missed you since long,-0.296,Negative
Archana Doshi,Tejal Mehta Daroowalla thank you ð,2024-09-05T00:57:52.000Z,82.0,312,Archana Doshi - Tejal Mehta Daroowal,ARCHANAS-FOOD,Tejal Mehta Daroowalla thank you ,0.3612,Positive
Archana's Kitchen,Reena Khurana ð,2024-09-05T07:59:36.000Z,82.0,312,Archana's Kitchen - Reena Khurana ð,ARCHANAS-FOOD,Reena Khurana ,0.0,Neutral
Arpita Gala,Hw bout ur healthy cakes n brownie mixesâ,2025-04-23T13:51:36.000Z,41.0,200,Arpita Gala - Hw bout ur healthy c,ARCHANAS-FOOD,Hw bout ur healthy cakes n brownie mixes,0.4019,Positive
Raji Parameswaran,Welcome back! Missed you! (And was great meeting you in Bangalore!),2025-04-21T13:55:36.000Z,41.0,200,Raji Parameswaran - Welcome back! Missed,ARCHANAS-FOOD,Welcome back! Missed you! (And was great meeting you in Bangalore!),0.7767,Positive
Nirmalababu,Welcome back Madam ððº,2025-04-22T13:45:41.000Z,41.0,200,Nirmalababu - Welcome back Madam ð,ARCHANAS-FOOD,Welcome back Madam 🙂🌺,0.4588,Positive
Reshabh Anand,Welcome back mam!,2025-04-21T13:31:58.000Z,41.0,200,Reshabh Anand - Welcome back mam!,ARCHANAS-FOOD,Welcome back mam!,0.5093,Positive
Shyamala Nayak,Welcome back,2025-04-21T16:07:02.000Z,41.0,200,Shyamala Nayak - Welcome back,ARCHANAS-FOOD,Welcome back,0.4588,Positive
Rubi Dey,ª¾ ¿¯¼Ç ¦¾  °¾¨Í¨¾ °Ç ¾¬ <9<9,2025-04-21T10:49:43.000Z,41.0,200,Rubi Dey - à¦ªà¦¾à¦ à¦¿à¦¯à¦¼à§,ARCHANAS-FOOD,   ͨ   <9<9,0.0,Neutral
Rajalakshmi Shankarakumar,"Welcome
Happy to see you back",2025-04-21T15:20:39.000Z,41.0,200,"Rajalakshmi Shankarakumar - Welcome
Happy to see",ARCHANAS-FOOD,"Welcome
Happy to see you back",0.7717,Positive
Meena Duttagupta,Good to see you back ð,2025-04-22T04:33:45.000Z,41.0,200,Meena Duttagupta - Good to see you back,ARCHANAS-FOOD,Good to see you back ,0.4404,Positive
Sandhya Nemali,Welcome back!,2025-04-21T11:30:19.000Z,41.0,200,Sandhya Nemali - Welcome back!,ARCHANAS-FOOD,Welcome back!,0.5093,Positive
Archana Doshi,Soumya Shankar thank you â,2024-05-08T14:35:40.000Z,61.0,212,Archana Doshi - Soumya Shankar thank,ARCHANAS-FOOD,Soumya Shankar thank you ,0.3612,Positive
Archana Doshi,Srividya Murali thank you,2024-05-08T14:35:47.000Z,61.0,212,Archana Doshi - Srividya Murali than,ARCHANAS-FOOD,Srividya Murali thank you,0.3612,Positive
Archana's Kitchen,Sarojam Varma thank you,2024-09-13T05:58:50.000Z,7.0,40,Archana's Kitchen - Sarojam Varma thank ,ARCHANAS-FOOD,Sarojam Varma thank you,0.3612,Positive
Archana's Kitchen,Suguna Muthuswamy thank you,2024-09-04T17:19:10.000Z,82.0,312,Archana's Kitchen - Suguna Muthuswamy th,ARCHANAS-FOOD,Suguna Muthuswamy thank you,0.3612,Positive
Archana Doshi,Sharmila Bhattar Naufel thank you,2024-05-08T14:35:51.000Z,61.0,212,Archana Doshi - Sharmila Bhattar Nau,ARCHANAS-FOOD,Sharmila Bhattar Naufel thank you,0.3612,Positive
Archana Doshi,Georgina Garrett E Fernandes thank you ð,2024-09-04T18:41:37.000Z,82.0,312,Archana Doshi - Georgina Garrett E F,ARCHANAS-FOOD,Georgina Garrett E Fernandes thank you ,0.3612,Positive
Georgina Garrett E Fernandes,Archana Doshi you're most Welcome,2024-09-04T19:04:17.000Z,82.0,312,Georgina Garrett E Fernandes - Archana Doshi you're,ARCHANAS-FOOD,Archana Doshi you're most Welcome,0.5095,Positive
Archana's Kitchen,"Charu Jain thank you, I am looking forward to be back as well",2024-09-04T17:19:06.000Z,82.0,312,Archana's Kitchen - Charu Jain thank you,ARCHANAS-FOOD,"Charu Jain thank you, I am looking forward to be back as well",0.5574,Positive
Archana Doshi,Gordhan Koshiya thank you,2024-09-04T18:41:23.000Z,82.0,312,Archana Doshi - Gordhan Koshiya than,ARCHANAS-FOOD,Gordhan Koshiya thank you,0.3612,Positive
Archana Doshi,Tanuja Basavaraj thank you and best wishes to your son too,2024-09-04T18:40:47.000Z,82.0,312,Archana Doshi - Tanuja Basavaraj tha,ARCHANAS-FOOD,Tanuja Basavaraj thank you and best wishes to your son too,0.8074,Positive
Archana's Kitchen,Renuka Ernst ð,2024-09-04T16:57:04.000Z,82.0,312,Archana's Kitchen - Renuka Ernst ð,ARCHANAS-FOOD,Renuka Ernst ,0.0,Neutral
Archana's Kitchen,Renuka Ernst thank you,2024-09-04T16:57:13.000Z,82.0,312,Archana's Kitchen - Renuka Ernst thank y,ARCHANAS-FOOD,Renuka Ernst thank you,0.3612,Positive
Archana's Kitchen,Renuka Ernst will plan out the cooking classes,2024-09-05T00:59:10.000Z,82.0,312,Archana's Kitchen - Renuka Ernst will pl,ARCHANAS-FOOD,Renuka Ernst will plan out the cooking classes,0.0,Neutral
Archana's Kitchen,Jasmine Shah i remember you from the online cooking days during covid times :),2024-09-04T17:19:56.000Z,82.0,312,Archana's Kitchen - Jasmine Shah i remem,ARCHANAS-FOOD,Jasmine Shah i remember you from the online cooking days during covid times :),0.4588,Positive
Archana Doshi,Niraj Kataria yes/ watched two days of round three ð,2024-09-04T18:41:15.000Z,82.0,312,Archana Doshi - Niraj Kataria yes/ w,ARCHANAS-FOOD,Niraj Kataria yes/ watched two days of round three ,0.0,Neutral
Archana's Kitchen,Suguna Muthuswamy coming soon,2024-09-04T16:56:44.000Z,82.0,312,Archana's Kitchen - Suguna Muthuswamy co,ARCHANAS-FOOD,Suguna Muthuswamy coming soon,0.0,Neutral
Archana Doshi,Arathi Kundu thank â¤ï¸,2024-05-08T14:35:16.000Z,61.0,212,Archana Doshi - Arathi Kundu thank â,ARCHANAS-FOOD,Arathi Kundu thank ❤,0.3612,Positive
Jasmine Shah,>Ñ,,,,,,>,0.0,Neutral
<s,2024-09-04T16:19:50.000Z,82,312.0,Jasmine Shah - ð§â,ARCHANAS-FOOD,,2024-09-04T16:19:50.000Z,0.0,Neutral
Rizwana A. Udawala,Best of wishes to your son. â,2024-09-04T16:16:41.000Z,82.0,312,Rizwana A. Udawala - Best of wishes to yo,ARCHANAS-FOOD,Best of wishes to your son. ,0.7003,Positive
Aparna Swamy,Great.   Would love to see recipe for handvo,2024-09-04T15:58:05.000Z,82.0,312,Aparna Swamy - Great.   Would love ,ARCHANAS-FOOD,Great.   Would love to see recipe for handvo,0.8519,Positive
Renu Lal Narasimham,Good to have you back Archana,2024-09-04T15:34:27.000Z,82.0,312,Renu Lal Narasimham - Good to have you bac,ARCHANAS-FOOD,Good to have you back Archana,0.4404,Positive
Raji Parameswaran,I would love a series on tasty meal planning for those watching their sugars and carbs - pre-diabetes and diabetes patients.,2025-04-21T13:56:51.000Z,41.0,200,Raji Parameswaran - I would love a serie,ARCHANAS-FOOD,I would love a series on tasty meal planning for those watching their sugars and carbs - pre-diabetes and diabetes patients.,0.6369,Positive
Archana's Kitchen,Ruchi Srivastava Purdue for computer science ð,2024-09-04T17:18:44.000Z,82.0,312,Archana's Kitchen - Ruchi Srivastava Pur,ARCHANAS-FOOD,Ruchi Srivastava Purdue for computer science ,0.0,Neutral
Archana Doshi,Ruchi Srivastava Purdue,2024-09-18T08:21:42.000Z,82.0,312,Archana Doshi - Ruchi Srivastava Pur,ARCHANAS-FOOD,Ruchi Srivastava Purdue,0.0,Neutral
Radhika Udayakumar,Great to see u mam,2025-04-21T11:19:12.000Z,41.0,200,Radhika Udayakumar - Great to see u mam,ARCHANAS-FOOD,Great to see u mam,0.6249,Positive
